ra,ano,fase,fase_ideal,defasagem,pedra,inde,iaa,ieg,ips,ipp,ida,ipv,ian,nota_mat,nota_por,nota_ing,genero,idade,ano_ingresso,instituicao_ensino,indicado_bolsa,atingiu_pv,num_avaliacoes,defasagem_cat,risco_defasagem
RA-176,2023,4,4,0,Topázio,8.316833333,9.6,9.5,2.52,8.125,8.0,9.0025,10.0,7.3,7.3,9.3,Feminino,14.0,2018,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-178,2023,4,4,0,Ametista,7.406658333,7.9,8.7,2.52,7.65625,5.9,8.42,10.0,6.3,5.8,5.5,Feminino,,2016,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-193,2023,4,3,1,Ametista,7.718566667,8.3,9.4,2.52,8.125,6.5,8.17,10.0,6.0,6.3,7.3,Masculino,13.0,2016,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-1172,2023,4,6,-2,Ametista,7.030108333,8.3,7.8,2.52,8.59375,6.7,8.46,5.0,6.0,5.7,8.3,Feminino,16.0,2023,Pública,,,4.0,Severa,1
RA-180,2023,4,3,1,Topázio,8.283216667,9.2,9.4,2.52,8.4375,8.0,8.92,10.0,8.3,7.3,8.5,Masculino,13.0,2018,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-181,2023,4,4,0,Ametista,7.671208333,9.6,8.3,2.52,7.96875,6.8,8.2525,10.0,8.3,6.5,5.5,Feminino,,2019,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-195,2023,4,4,0,Ametista,7.60205,7.1,9.2,2.52,8.4375,6.0,8.79,10.0,6.3,6.2,5.5,Feminino,,2017,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-196,2023,4,3,1,Ametista,7.560991667,7.9,9.0,2.52,8.28125,6.2,8.2125,10.0,7.0,6.0,5.7,Masculino,13.0,2018,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-211,2023,4,4,0,Topázio,8.024791667,9.6,9.4,2.52,7.65625,7.1,8.71,10.0,7.7,8.0,5.7,Masculino,14.0,2021,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-197,2023,4,3,1,Ametista,7.967608333,8.3,9.8,2.52,7.96875,7.2,8.46,10.0,7.0,7.3,7.2,Feminino,13.0,2021,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-229,2023,4,3,1,Topázio,8.207591667,9.2,9.8,2.52,8.28125,7.8,8.42,10.0,8.0,8.2,7.3,Masculino,,2022,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-186,2023,4,4,0,Ametista,7.817541667,7.5,9.7,2.52,7.96875,6.9,8.46,10.0,6.8,7.0,7.0,Feminino,,2019,Privada,,,4.0,Em fase/Avancado,0
RA-189,2023,4,4,0,Ametista,7.727325,7.9,9.4,2.52,8.28125,6.5,8.3775,10.0,6.3,6.5,6.7,Masculino,14.0,2018,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-191,2023,4,4,0,Ametista,7.263666667,0.0,9.7,2.52,8.125,7.8,8.4625,10.0,8.7,7.0,7.8,Masculino,14.0,2019,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-1173,2023,4,4,0,Ametista,7.67285,8.8,9.7,2.52,7.8125,6.0,8.1225,10.0,7.0,5.0,6.0,Masculino,14.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-217,2023,4,5,-1,Ágata,6.96965,8.3,8.6,2.52,8.4375,5.6,8.5025,5.0,6.7,5.3,4.8,Feminino,,2021,Pública,,,4.0,Moderada,1
RA-1174,2023,4,5,-1,Ametista,7.333591667,9.2,8.7,2.52,8.90625,6.8,8.3375,5.0,6.5,7.2,6.8,Feminino,15.0,2023,Pública,,,4.0,Moderada,1
RA-192,2023,4,6,-2,Ágata,6.616016667,8.8,6.2,5.0,7.1875,6.5,7.3775,5.0,6.0,5.8,7.8,Masculino,16.0,2021,Privada,,,4.0,Severa,1
RA-184,2023,4,3,1,Topázio,8.430241667,7.9,9.5,7.52,8.59375,7.1,8.5025,10.0,7.3,6.3,7.8,Masculino,13.0,2019,Pública,,,4.0,Em fase/Avancado,0
RA-200,2023,4,6,-2,Quartzo,5.661166667,9.6,4.5,2.52,7.5,4.3,7.17,5.0,4.3,4.2,4.5,Masculino,16.0,2018,Privada - Programa de Apadrinhamento,,,4.0,Severa,1
RA-1175,2023,4,7,-3,Quartzo,5.939858333,8.3,5.3,2.52,7.65625,6.3,7.6275,2.5,6.3,6.3,6.2,Feminino,,2023,Pública,,,4.0,Severa,1
RA-204,2023,4,4,0,Ametista,7.557558333,8.8,7.9,2.52,8.28125,7.1,8.045,10.0,4.7,8.0,8.5,Feminino,,2019,Pública,,,4.0,Em fase/Avancado,0
RA-1176,2023,4,3,1,Topázio,8.881483333,8.3,9.3,7.52,9.6875,8.2,9.17,10.0,8.0,7.8,8.7,Masculino,13.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-1177,2023,4,4,0,Topázio,8.345491667,10.0,9.9,2.52,8.90625,7.2,8.88,10.0,7.0,6.7,8.0,Feminino,14.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-215,2023,4,4,0,Ametista,7.166475,8.8,6.6,2.52,7.96875,6.9,7.7125,10.0,5.7,6.7,8.3,Feminino,14.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-1178,2023,4,6,-2,Ametista,7.066475,8.8,9.3,2.52,7.96875,5.7,8.2125,5.0,6.3,4.5,6.3,Masculino,,2023,Pública,,,4.0,Severa,1
RA-149,2023,4,6,-2,Quartzo,5.622266667,8.8,4.2,2.52,7.5,4.7,7.2925,5.0,5.7,3.5,5.0,Feminino,,2022,Pública,,,4.0,Severa,1
RA-1179,2023,4,5,-1,Ágata,6.631333333,9.6,8.1,4.38,6.875,5.0,7.17,5.0,6.7,3.7,4.5,Masculino,,2023,Pública,,,4.0,Moderada,1
RA-218,2023,4,5,-1,Quartzo,5.811541667,0.0,6.7,2.52,7.96875,6.7,7.88,5.0,5.7,7.0,7.5,Feminino,15.0,2022,Pública,,,4.0,Moderada,1
RA-220,2023,4,4,0,Ametista,7.102016667,8.8,7.6,2.52,7.1875,6.1,7.5475,10.0,6.3,5.8,6.3,Feminino,14.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-202,2023,4,5,-1,Ágata,6.791641667,8.8,7.9,2.52,7.96875,5.9,8.005,5.0,6.3,4.8,6.7,Feminino,,2017,Pública,,,4.0,Moderada,1
RA-1180,2023,4,5,-1,Ametista,7.067983333,8.3,9.5,5.0,7.1875,5.4,7.7125,5.0,6.0,4.8,5.3,Masculino,15.0,2023,Pública,,,4.0,Moderada,1
RA-1181,2023,4,4,0,Ágata,6.971266667,8.8,8.3,2.52,7.5,4.8,7.3375,10.0,5.7,4.3,4.5,Feminino,,2023,Pública,,,4.0,Em fase/Avancado,0
RA-1182,2023,4,6,-2,Quartzo,5.709808333,7.5,6.3,2.52,6.71875,4.2,7.2125,5.0,5.3,2.0,5.2,Feminino,,2023,Pública,,,4.0,Severa,1
RA-205,2023,4,5,-1,Ágata,6.857625,9.6,7.6,4.38,7.03125,6.6,7.09,5.0,7.0,5.5,7.3,Masculino,,2020,Pública,,,4.0,Moderada,1
RA-1183,2023,4,5,-1,Ágata,6.269541667,7.5,8.7,2.52,6.09375,5.3,6.7575,5.0,6.0,4.0,6.0,Masculino,15.0,2023,Pública,,,4.0,Moderada,1
RA-237,2023,4,5,-1,Ametista,7.436566667,8.3,9.5,2.52,8.125,6.7,8.96,5.0,7.7,7.0,5.5,Feminino,15.0,2022,Privada - Programa de Apadrinhamento,,,4.0,Moderada,1
RA-147,2023,4,5,-1,Quartzo,5.5425,0.0,7.0,5.63,6.875,4.5,7.46,5.0,5.0,6.0,2.5,Feminino,15.0,2022,Pública,,,4.0,Moderada,1
RA-240,2023,4,4,0,Ágata,6.337966667,7.1,6.7,2.52,6.875,4.8,6.9175,10.0,7.0,3.3,4.2,Feminino,,2017,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-1184,2023,4,6,-2,Ametista,7.381566667,8.3,8.3,5.0,8.125,7.3,8.045,5.0,8.0,5.5,8.5,Masculino,,2023,Pública,,,4.0,Severa,1
RA-241,2023,4,5,-1,Ametista,7.016,0.0,9.9,2.52,8.75,7.5,9.545,5.0,9.3,7.0,6.2,Masculino,,2016,Privada - Programa de Apadrinhamento,,,4.0,Moderada,1
RA-242,2023,4,4,0,Topázio,8.221841667,7.1,9.7,2.52,8.59375,7.9,9.3775,10.0,9.3,7.3,7.2,Masculino,14.0,2018,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-138,2023,4,6,-2,Ágata,6.784075,10.0,7.9,6.26,7.34375,4.3,7.4175,5.0,4.0,3.7,5.2,Masculino,16.0,2016,Pública,,,4.0,Severa,1
RA-244,2023,4,3,1,Ametista,7.044333333,0.0,8.8,2.52,8.125,7.3,8.8325,10.0,7.0,8.0,6.8,Feminino,13.0,2018,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-245,2023,4,5,-1,Ametista,7.171166667,0.0,10.0,2.52,8.75,8.1,9.5875,5.0,9.3,7.8,7.3,Masculino,,2016,Privada - Programa de Apadrinhamento,,,4.0,Moderada,1
RA-246,2023,4,4,0,Topázio,8.256766667,8.8,9.9,4.39,8.125,6.8,8.9175,10.0,7.7,7.0,5.8,Masculino,,2022,Privada,,,4.0,Em fase/Avancado,0
RA-141,2023,4,5,-1,Ágata,6.719791667,9.6,8.4,5.63,7.03125,4.5,7.0425,5.0,6.0,5.3,2.3,Masculino,15.0,2017,Pública,,,4.0,Moderada,1
RA-239,2023,4,6,-2,Ágata,6.411333333,0.0,8.4,5.0,8.125,7.0,7.6275,5.0,6.0,7.2,7.7,Feminino,16.0,2021,Pública,,,4.0,Severa,1
RA-1185,2023,4,3,1,Topázio,8.02675,7.5,9.1,5.0,7.8125,7.5,8.3775,10.0,6.7,6.3,9.5,Feminino,,2023,Pública,,,4.0,Em fase/Avancado,0
RA-262,2023,4,6,-2,Quartzo,4.406458333,0.0,3.7,5.0,7.03125,3.8,6.05,5.0,5.0,3.3,3.0,Masculino,,2021,Privada,,,4.0,Severa,1
RA-1186,2023,4,6,-2,Ametista,7.281433333,8.8,9.8,6.89,6.875,5.5,7.3825,5.0,6.7,5.2,4.5,Feminino,,2023,Pública,,,4.0,Severa,1
RA-397,2023,4,5,-1,Ágata,6.207083333,7.5,7.9,2.52,7.1875,4.6,7.465,5.0,6.7,5.0,2.0,Feminino,15.0,2017,Pública,,,4.0,Moderada,1
RA-1187,2023,4,3,1,Ágata,6.644475,8.8,6.9,2.52,7.34375,5.3,6.715,10.0,4.7,5.0,6.2,Feminino,13.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-145,2023,4,7,-3,,,7.9,9.0,,7.96875,6.2,7.4625,2.5,5.3,6.0,7.2,Masculino,17.0,2017,Pública,,,4.0,Severa,1
RA-1188,2023,4,5,-1,,,9.6,9.4,,7.8125,6.4,7.5875,5.0,6.5,7.5,5.2,Feminino,15.0,2023,Pública,,,4.0,Moderada,1
RA-265,2023,4,4,0,,,8.3,8.7,,7.96875,7.0,7.88,10.0,7.3,6.8,6.8,Masculino,14.0,2019,Pública,,,4.0,Em fase/Avancado,0
RA-254,2023,4,5,-1,,,9.6,8.8,,7.8125,5.9,7.71,5.0,5.7,5.7,6.2,Masculino,15.0,2019,Pública,,,4.0,Moderada,1
RA-267,2023,4,6,-2,,,7.9,7.7,,4.6875,2.7,6.505,5.0,2.7,4.0,1.3,Feminino,16.0,2016,Pública,,,4.0,Severa,1
RA-1189,2023,4,5,-1,,,8.8,9.0,,7.8125,6.1,7.3775,5.0,6.3,5.7,6.2,Feminino,,2023,Pública,,,4.0,Moderada,1
RA-295,2023,4,5,-1,Ametista,7.641016667,8.8,8.8,2.52,9.0625,7.7,9.005,5.0,7.3,7.2,8.7,Feminino,15.0,2022,Pública,,,4.0,Moderada,1
RA-269,2023,4,4,0,Topázio,8.116041667,9.6,9.0,2.52,8.59375,7.4,8.7975,10.0,8.0,7.3,7.0,Masculino,14.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-313,2023,4,4,0,Ametista,7.011091667,9.2,8.7,2.52,7.65625,3.9,7.75,10.0,4.0,2.8,5.0,Feminino,14.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-1190,2023,4,4,0,Ágata,6.330041667,0.0,9.2,5.0,7.34375,4.2,7.045,10.0,3.0,4.2,5.5,Masculino,,2023,Pública,,,4.0,Em fase/Avancado,0
RA-301,2023,4,4,0,Ágata,6.760341667,9.2,5.4,7.52,6.71875,5.2,6.465,10.0,4.7,6.5,4.5,Feminino,,2019,Pública,,,4.0,Em fase/Avancado,0
RA-286,2023,4,5,-1,Quartzo,5.713333333,0.0,7.5,5.0,8.125,4.7,7.3375,5.0,3.7,5.0,5.3,Feminino,15.0,2022,Pública,,,4.0,Moderada,1
RA-1191,2023,4,4,0,Ágata,6.175333333,7.5,7.2,5.0,5.0,3.7,6.26,10.0,2.3,2.5,6.2,Masculino,,2023,Pública,,,4.0,Em fase/Avancado,0
RA-1192,2023,4,5,-1,Ágata,6.780741667,7.9,8.7,2.52,7.96875,5.8,7.6675,5.0,4.7,6.0,6.8,Feminino,15.0,2023,Pública,,,4.0,Moderada,1
RA-174,2023,4,6,-2,Ágata,6.1242,7.9,5.6,5.0,7.5,5.1,7.2125,5.0,3.7,7.3,4.3,Feminino,16.0,2019,Pública,,,4.0,Severa,1
RA-1193,2023,4,4,0,Ágata,6.018083333,0.0,7.8,5.0,7.1875,4.1,7.13,10.0,3.7,3.5,5.0,Feminino,,2023,Pública,,,4.0,Em fase/Avancado,0
RA-308,2023,4,4,0,Ágata,6.578558333,5.4,6.8,5.0,7.03125,4.9,7.5025,10.0,4.7,5.2,4.7,Masculino,14.0,2019,Pública,,,4.0,Em fase/Avancado,0
RA-152,2023,4,6,-2,Ágata,6.30695,7.9,7.7,2.52,7.8125,4.5,7.71,5.0,4.0,5.0,4.5,Feminino,16.0,2022,Pública,,,4.0,Severa,1
RA-270,2023,4,4,0,Ametista,7.982633333,9.2,9.0,2.52,8.75,6.6,9.1275,10.0,7.7,6.2,5.8,Feminino,14.0,2019,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-271,2023,4,6,-2,Ágata,6.140333333,0.0,9.3,2.52,8.125,5.9,7.7125,5.0,4.3,7.0,6.3,Feminino,16.0,2022,Pública,,,4.0,Severa,1
RA-299,2023,4,4,0,Ágata,6.796541667,0.0,9.6,2.52,7.96875,6.1,8.005,10.0,5.0,7.2,6.2,Feminino,14.0,2019,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-316,2023,4,4,0,Topázio,8.436908333,10.0,9.5,7.52,8.59375,5.7,8.96,10.0,6.3,5.7,5.0,Feminino,14.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-318,2023,4,5,-1,Ágata,6.856575,7.9,8.1,6.26,7.96875,4.9,7.71,5.0,5.0,5.0,4.7,Feminino,15.0,2019,Pública,,,4.0,Moderada,1
RA-274,2023,4,3,1,Topázio,8.137625,7.5,9.5,5.63,7.65625,7.5,8.295,10.0,7.0,7.7,7.8,Feminino,12.0,2019,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-320,2023,4,4,0,Topázio,8.393508333,9.2,9.9,7.52,8.59375,5.5,8.96,10.0,5.7,6.0,4.7,Feminino,14.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-277,2023,4,5,-1,Ametista,7.7284,8.3,9.9,7.52,8.125,5.5,8.7525,5.0,5.7,6.0,4.8,Masculino,,2021,Pública,,,4.0,Moderada,1
RA-278,2023,4,3,1,Ametista,7.1935,0.0,9.8,5.63,8.75,5.6,8.3775,10.0,6.0,5.3,5.5,Masculino,13.0,2018,Pública,,,4.0,Em fase/Avancado,0
RA-291,2023,4,4,0,Topázio,8.493058333,8.8,8.6,7.52,8.90625,7.1,9.21,10.0,8.0,6.5,6.7,Masculino,14.0,2022,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-306,2023,4,5,-1,Quartzo,5.732375,0.0,7.9,6.26,7.34375,4.0,7.46,5.0,4.7,4.5,2.8,Feminino,,2021,Pública,,,4.0,Moderada,1
RA-279,2023,4,4,0,Topázio,9.006266667,8.8,10.0,6.27,8.75,8.9,9.2125,10.0,9.0,8.5,9.3,Masculino,14.0,2019,Pública,,,4.0,Em fase/Avancado,0
RA-280,2023,4,4,0,Topázio,8.189225,6.7,9.5,7.52,8.28125,6.5,8.7125,10.0,6.3,7.7,5.5,Feminino,,2021,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-276,2023,4,4,0,Ágata,6.690458333,6.3,8.5,2.52,7.03125,5.5,6.585,10.0,3.7,4.7,8.0,Feminino,,2017,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-285,2023,4,7,-3,Quartzo,5.380358333,8.3,4.6,2.52,7.65625,4.7,7.13,2.5,4.0,6.0,4.0,Feminino,17.0,2020,Pública,,,4.0,Severa,1
RA-1194,2023,4,3,1,Ametista,7.671933333,8.8,9.0,5.0,7.5,6.1,7.6675,10.0,6.0,4.2,8.0,Masculino,13.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-287,2023,4,8,-4,Quartzo,3.745541667,0.0,4.8,2.52,4.21875,3.9,5.375,2.5,3.0,2.3,6.5,Feminino,18.0,2022,Pública,,,4.0,Severa,1
RA-319,2023,4,4,0,Topázio,8.367208333,9.6,9.2,5.0,8.59375,7.2,8.88,10.0,5.7,5.8,10.0,Masculino,,2022,Concluiu o 3º EM,,,4.0,Em fase/Avancado,0
RA-321,2023,4,3,1,Ametista,7.695233333,8.3,9.4,2.52,8.125,6.2,8.42,10.0,6.0,5.8,6.7,Feminino,13.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-1195,2023,4,7,-3,Quartzo,5.677291667,0.0,8.3,2.52,8.28125,5.4,8.0025,2.5,4.3,4.7,7.3,Feminino,,2022,Pública,,,4.0,Severa,1
RA-159,2023,4,6,-2,Ágata,6.805033333,7.9,8.1,2.52,8.125,6.3,7.8775,5.0,5.0,6.0,7.8,Feminino,16.0,2021,Pública,,,4.0,Severa,1
RA-322,2023,4,4,0,Ametista,7.037808333,6.7,8.3,2.52,7.96875,5.3,8.045,10.0,4.0,5.5,6.3,Feminino,14.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-251,2023,4,5,-1,Ágata,6.665208333,9.6,8.0,2.52,7.34375,5.3,7.835,5.0,5.0,5.5,5.3,Masculino,,2018,Pública,,,4.0,Moderada,1
RA-116,2023,5,7,-2,Ágata,6.433075,6.7,7.6,5.0,7.96875,4.7,7.5475,5.0,2.3,5.0,6.8,Feminino,17.0,2019,Pública,,,4.0,Severa,1
RA-103,2023,5,4,1,Topázio,8.0239,8.3,9.2,5.0,8.125,7.1,8.09,10.0,7.3,6.3,7.7,Feminino,14.0,2020,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-42,2023,5,6,-1,Ágata,6.794516667,8.8,8.6,5.63,6.5625,5.7,6.6675,5.0,6.3,4.2,6.7,Masculino,,2019,Privada - Programa de Apadrinhamento,,,4.0,Moderada,1
RA-121,2023,5,6,-1,Ágata,6.811875,6.3,8.8,5.0,7.34375,6.0,7.4625,5.0,5.0,5.7,7.3,Feminino,,2021,Pública,,,4.0,Moderada,1
RA-106,2023,5,5,0,Ametista,7.769658333,7.9,9.1,5.0,7.03125,7.3,7.5075,10.0,6.7,6.8,8.3,Feminino,15.0,2016,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-123,2023,5,7,-2,Ágata,6.068333333,0.0,9.4,5.0,6.875,5.7,6.8375,5.0,5.0,5.3,6.7,Masculino,17.0,2017,Privada - Programa de Apadrinhamento,,,4.0,Severa,1
RA-46,2023,5,8,-3,Quartzo,5.545383333,7.1,7.4,2.52,6.5625,4.4,6.6275,2.5,2.8,3.0,7.3,Feminino,18.0,2022,Pública,,,4.0,Severa,1
RA-125,2023,5,6,-1,Ágata,6.989633333,9.2,7.7,5.0,8.125,5.8,7.835,5.0,3.3,5.8,8.2,Feminino,16.0,2022,Privada,,,4.0,Moderada,1
RA-110,2023,5,5,0,Topázio,8.0879,8.3,8.6,5.0,8.75,7.5,8.2975,10.0,8.3,6.2,8.0,Masculino,15.0,2017,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-128,2023,5,6,-1,Ágata,6.503908333,6.7,7.3,5.0,7.34375,5.7,7.5475,5.0,6.3,4.0,6.7,Masculino,16.0,2019,Privada,,,4.0,Moderada,1
RA-143,2023,5,4,1,Ametista,7.794358333,8.3,9.6,2.52,8.28125,6.5,8.3375,10.0,9.2,5.0,5.2,Masculino,,2019,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-111,2023,5,4,1,Ametista,7.566458333,7.5,8.7,5.0,7.65625,6.0,8.0875,10.0,6.0,5.2,6.7,Feminino,14.0,2020,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-112,2023,5,6,-1,Ametista,7.141308333,6.7,8.1,5.0,7.96875,7.4,7.9225,5.0,7.3,6.5,8.3,Feminino,,2016,Privada - Programa de Apadrinhamento,,,4.0,Moderada,1
RA-115,2023,5,6,-1,Ágata,6.319141667,8.8,7.1,5.0,7.34375,4.2,7.215,5.0,3.7,3.8,5.2,Feminino,16.0,2019,Pública,,,4.0,Moderada,1
RA-1196,2023,5,5,0,Ametista,7.03025,0.0,8.2,5.0,7.8125,7.5,8.045,10.0,8.0,6.2,8.3,Masculino,15.0,2023,Privada,,,4.0,Em fase/Avancado,0
RA-52,2023,5,4,1,Ametista,7.9642,10.0,9.8,2.52,8.125,6.4,8.2975,10.0,7.7,4.8,6.7,Masculino,,2018,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-1197,2023,5,6,-1,Ágata,6.946058333,6.7,8.4,5.0,7.03125,7.3,7.215,5.0,5.3,7.2,9.3,Feminino,16.0,2023,Pública,,,4.0,Moderada,1
RA-108,2023,5,7,-2,Quartzo,4.9308,5.8,7.3,2.52,4.375,2.9,5.59,5.0,2.7,3.2,2.8,Feminino,,2019,Concluiu o 3º EM,,,4.0,Severa,1
RA-1198,2023,5,6,-1,Ametista,7.515233333,8.3,9.4,6.26,7.5,6.7,7.9625,5.0,7.3,3.7,9.0,Feminino,,2023,Pública,,,4.0,Moderada,1
RA-127,2023,5,5,0,Ametista,7.91935,8.8,7.8,6.26,8.4375,6.4,8.6725,10.0,4.7,6.3,8.2,Feminino,15.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-114,2023,5,7,-2,Quartzo,5.335,0.0,6.0,3.14,7.5,5.6,7.255,5.0,4.0,4.5,8.3,Masculino,,2022,Pública,,,4.0,Severa,1
RA-146,2023,5,6,-1,Ametista,7.584483333,6.2,9.5,5.0,8.4375,7.9,8.2125,5.0,7.8,5.8,10.0,Feminino,,2022,Pública,,,4.0,Moderada,1
RA-1199,2023,5,7,-2,Ametista,7.024933333,6.7,9.1,5.0,6.875,6.2,8.0875,5.0,6.8,5.0,6.7,Masculino,,2023,Pública,,,4.0,Severa,1
RA-70,2023,5,7,-2,Ágata,6.869133333,9.2,9.2,5.0,7.5,4.3,7.545,5.0,3.0,3.5,6.3,Feminino,17.0,2017,Pública,,,4.0,Severa,1
RA-107,2023,5,5,0,Ágata,6.845208333,0.0,8.5,5.0,7.34375,7.0,7.5875,10.0,6.0,5.2,9.7,Feminino,15.0,2018,Pública,,,4.0,Em fase/Avancado,0
RA-1200,2023,5,5,0,Quartzo,5.711166667,0.0,6.4,5.0,7.5,4.0,6.8725,10.0,4.3,2.3,5.5,Feminino,15.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-151,2023,5,7,-2,Ágata,6.892541667,0.0,7.8,7.52,8.59375,7.9,8.1725,5.0,6.8,7.0,10.0,Feminino,17.0,2020,Pública,,,4.0,Severa,1
RA-85,2023,5,6,-1,Ametista,7.08435,8.8,8.9,6.27,5.9375,5.7,7.8425,5.0,5.8,3.8,7.5,Masculino,16.0,2022,Pública,,,4.0,Moderada,1
RA-1201,2023,5,5,0,Topázio,8.378008333,9.2,9.6,3.77,8.59375,7.8,8.7575,10.0,8.3,6.5,8.5,Masculino,15.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-131,2023,5,6,-1,Quartzo,5.952358333,8.3,7.8,5.0,7.65625,2.2,6.8,5.0,0.0,3.0,3.5,Feminino,16.0,2016,Pública,,,4.0,Moderada,1
RA-132,2023,5,5,0,Ametista,7.350625,7.5,8.7,2.52,7.65625,6.5,7.715,10.0,6.3,6.5,6.7,Feminino,15.0,2019,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-133,2023,5,6,-1,Ágata,6.168416667,7.5,7.9,2.52,7.1875,5.3,6.505,5.0,5.0,4.3,6.7,Feminino,16.0,2016,Pública,,,4.0,Moderada,1
RA-104,2023,5,8,-3,Quartzo,4.25,0.0,7.7,2.52,5.625,2.6,5.6275,2.5,3.7,1.8,2.3,Masculino,,2022,Pública,,,4.0,Severa,1
RA-137,2023,5,7,-2,Quartzo,5.937025,7.1,6.3,2.52,6.40625,6.0,6.88,5.0,7.3,4.5,6.2,Feminino,17.0,2016,Privada - Programa de Apadrinhamento,,,4.0,Severa,1
RA-144,2023,5,4,1,Quartzo,4.990333333,0.0,5.2,2.52,6.25,4.4,6.0,10.0,3.3,2.5,7.3,Feminino,14.0,2017,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-1202,2023,5,6,-1,Ágata,6.202008333,7.1,7.6,7.52,7.34375,3.3,6.67,5.0,4.5,3.3,2.0,Feminino,16.0,2023,Pública,,,4.0,Moderada,1
RA-90,2023,5,4,1,Topázio,8.699408333,10.0,9.6,7.52,8.59375,7.7,8.1725,10.0,6.7,6.8,9.5,Feminino,14.0,2019,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-167,2023,5,7,-2,Ametista,7.806141667,8.8,9.9,5.0,7.96875,7.9,7.8375,5.0,8.3,7.2,8.3,Feminino,,2018,Privada - Programa de Apadrinhamento,,,4.0,Severa,1
RA-168,2023,5,5,0,Ágata,6.483083333,0.0,9.6,6.89,6.5625,4.7,6.4225,10.0,4.3,3.0,6.7,Feminino,15.0,2018,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-1203,2023,5,6,-1,Ametista,7.487841667,9.2,10.0,2.52,7.96875,7.2,7.8775,5.0,6.7,5.8,9.2,Feminino,,2023,Pública,,,4.0,Moderada,1
RA-155,2023,5,7,-2,Ágata,6.318991667,7.9,8.1,5.0,7.03125,4.4,6.5875,5.0,5.3,2.8,5.2,Masculino,17.0,2022,Pública,,,4.0,Severa,1
RA-94,2023,5,6,-1,Ametista,7.289333333,7.5,9.6,2.52,8.75,7.2,7.795,5.0,7.7,4.8,9.0,Feminino,,2018,Privada - Programa de Apadrinhamento,,,4.0,Moderada,1
RA-81,2023,5,5,0,Ametista,7.45425,9.6,8.8,2.52,7.8125,6.3,7.2125,10.0,8.7,4.7,5.5,Feminino,15.0,2017,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-302,2023,5,7,-2,Quartzo,5.314333333,0.0,7.3,5.0,7.5,4.3,6.255,5.0,4.7,2.3,5.8,Masculino,17.0,2022,Pública,,,4.0,Severa,1
